Tikr,KPI,Mar_2010,Mar_2011,Mar_2012,Mar_2013,Mar_2014,Mar_2015,Mar_2016,Mar_2017,Mar_2018,Mar_2019,Mar_2020,Mar_2021,TTM,Dec_2009,Dec_2010,Dec_2011,Dec_2012,Dec_2013,Dec_2014,Dec_2015,Dec_2016,Dec_2017,Dec_2018,Dec_2019,Dec_2020,Jun_2010,Jun_2011,Jun_2012,Jun_2013,Jun_2014,Jun_2015,Jun_2016,Jun_2017,Jun_2018,Jun_2019,Jun_2020,Jun_2021,Sep_2009,Sep_2010,Sep_2011,Sep_2012,Sep_2006,Sep_2007,Sep_2008,Mar_2009,Jun_2009,Sep_2013,Sep_2014,Sep_2015,Sep_2016,Sep_2017,Sep_2018,Sep_2019,Sep_2020,Mar_2008,Nov_2009,Dec_2008,Oct_2010,Oct_2011,Oct_2012,Oct_2013,Mar_2007,Mar_2006,Jun_2007,Jun_2008,Mar_2004,Mar_2003
ADANIPOWER,Tax %,16%,36%,"-8,019%",-31%,228%,0%,345%,1%,0%,0%,0%,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,Net Profit,171,524,-294,-1952,595,-69,97,-6054,-24,-225,-1341,-499,-513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,EPS in Rs,0.78,2.40,-1.35,-8.16,2.07,-0.24,0.29,-15.70,-0.06,-0.58,-3.48,-1.29,-1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPOWER,Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,Sales +,4266,4225,5888,5295,5522,6790,7353,7271,6938,8161,8735,8507,8349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,Expenses +,1250,1426,2008,2091,2701,2879,3322,3466,3174,2877,4216,3984,3663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,Operating Profit,3017,2800,3881,3204,2822,3911,4031,3805,3764,5285,4519,4522,4686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,OPM %,71%,66%,66%,61%,51%,58%,55%,52%,54%,65%,52%,53%,56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,Other Income,884,1362,868,1368,1017,1521,1072,2191,1453,945,1510,1279,1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,Interest,465,367,338,400,1045,1180,1114,1132,943,895,876,653,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,Depreciation,1034,918,894,969,1211,1426,1359,1388,1396,1590,1545,1234,1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,Profit before tax,2402,2877,3517,3202,1583,2826,2630,3475,2879,3745,3608,3914,4182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,Tax %,13%,25%,21%,27%,38%,25%,29%,20%,4%,30%,17%,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,Net Profit,2090,2167,2772,2348,979,2124,1879,2796,2769,2631,3007,3233,3429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,EPS in Rs,1.70,1.76,2.25,1.91,0.88,1.92,1.70,2.72,2.70,2.62,2.99,3.22,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPC,Dividend Payout %,32%,34%,31%,31%,34%,31%,88%,66%,52%,56%,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBUSSPR,Sales +,263,383,505,502,496,586,707,774,853,985,1161,1218,1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBUSSPR,Expenses +,227,318,431,431,451,537,637,718,784,891,1028,956,1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBUSSPR,Operating Profit,36,65,74,70,45,49,70,56,69,94,133,263,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBUSSPR,OPM %,14%,17%,15%,14%,9%,8%,10%,7%,8%,10%,11%,22%,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBUSSPR,Other Income,16,1,0,5,-3,4,4,5,5,8,5,-24,-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBUSSPR,Interest,1,3,5,6,10,14,17,18,27,26,24,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBUSSPR,Depreciation,4,7,12,16,28,29,42,27,36,36,38,40,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBUSSPR,Profit before tax,46,55,58,52,3,10,15,16,12,40,77,179,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBUSSPR,Tax %,37%,28%,29%,35%,-31%,31%,15%,-1%,39%,23%,22%,34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBUSSPR,Net Profit,29,40,41,34,4,7,13,16,7,31,59,118,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBUSSPR,EPS in Rs,14.64,20.21,17.78,14.87,1.86,2.45,4.35,5.60,2.44,10.61,20.59,41.06,59.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBUSSPR,Dividend Payout %,7%,6%,7%,8%,0%,0%,0%,0%,0%,0%,5%,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIL,Sales +,6632,8321,9863,9948,9587,9748,9765,9510,10656,13735,12129,8618,11020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIL,Expenses +,3468,4048,5283,5355,6020,6218,6177,6406,6745,8251,9538,7353,8546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIL,Operating Profit,3165,4272,4580,4593,3566,3530,3588,3105,3911,5484,2591,1265,2474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIL,OPM %,48%,51%,46%,46%,37%,36%,37%,33%,37%,40%,21%,15%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIL,Other Income,954,874,1417,1530,1629,1272,1179,529,1484,408,1520,1494,1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIL,Interest,4,13,9,3,69,341,384,397,416,479,499,499,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIL,Depreciation,220,820,885,838,716,733,942,1091,1270,1496,1492,1538,1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIL,Profit before tax,3895,4313,5102,5283,4410,3729,3441,2146,3710,3916,2120,723,2107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIL,Tax %,33%,33%,32%,32%,32%,33%,33%,28%,28%,34%,-22%,-141%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIL,Net Profit,2611,2888,3447,3589,2981,2510,2302,1549,2668,2590,2584,1742,2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIL,EPS in Rs,21.71,24.02,28.67,29.85,24.80,20.88,19.14,12.88,23.51,23.89,23.83,16.06,25.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIL,Dividend Payout %,31%,31%,28%,50%,43%,48%,42%,74%,43%,43%,44%,31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNAVAL,Sales +,629,860,1867,2586,2279,831,307,519,335,180,75,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
RNAVAL,Expenses +,640,707,1455,2052,1664,760,464,496,524,195,252,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,
RNAVAL,Operating Profit,-10,153,412,535,615,71,-157,22,-189,-15,-176,,-197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39,,,,,,,,,,,,,,,,,,,,,,
RNAVAL,OPM %,-2%,18%,22%,21%,27%,9%,-51%,4%,-56%,-8%,-234%,,-386%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNAVAL,Other Income,71,64,24,27,39,31,40,45,-84,-8742,-42,,-223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,
RNAVAL,Interest,73,119,258,397,465,453,472,573,697,1278,1328,,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,
RNAVAL,Depreciation,37,49,106,123,162,197,214,201,198,66,75,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
RNAVAL,Profit before tax,-49,48,73,41,28,-548,-804,-706,-1169,-10101,-1621,,-1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,
RNAVAL,Tax %,-0%,17%,75%,31%,70%,38%,34%,26%,18%,-4%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,,,,,,,,,,,,,,,,,,,,
RNAVAL,Net Profit,-49,40,19,29,8,-341,-529,-523,-956,-10481,-1621,,-1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
RNAVAL,EPS in Rs,-0.73,0.60,0.27,0.41,0.11,-4.63,-7.18,-7.11,-12.96,-142.10,-21.98,,-25.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,
RNAVAL,Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,
EUROMULTI,Sales +,57,91,62,18,13,15,24,20,10,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROMULTI,Expenses +,38,89,93,29,15,16,25,21,16,10,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROMULTI,Operating Profit,18,2,-31,-11,-1,-1,-1,-1,-5,-3,-2,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROMULTI,OPM %,32%,3%,-50%,-62%,-11%,-8%,-4%,-4%,-53%,-52%,-438%,"-3,633%",-550%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROMULTI,Other Income,0,0,0,1,1,-71,1,4,2,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROMULTI,Interest,6,17,34,0,0,47,47,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROMULTI,Depreciation,12,22,27,20,19,14,14,14,14,14,14,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROMULTI,Profit before tax,1,-36,-92,-31,-20,-133,-61,-12,-17,-16,-15,-14,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROMULTI,Tax %,32%,18%,-0%,0%,0%,0%,0%,0%,0%,-9%,0%,-1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROMULTI,Net Profit,1,-29,-92,-31,-20,-133,-61,-12,-17,-17,-15,-14,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROMULTI,EPS in Rs,0.34,-12.33,-38.81,-12.92,-8.47,-55.93,-25.74,-4.90,-7.22,-7.15,-6.34,-5.92,-5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROMULTI,Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPLEOSOL,Sales +,74,61,112,158,194,214,264,260,271,283,270,301,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPLEOSOL,Expenses +,66,58,101,131,158,181,215,221,236,235,221,236,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPLEOSOL,Operating Profit,9,3,11,27,36,33,49,39,36,48,50,64,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPLEOSOL,OPM %,12%,5%,9%,17%,19%,15%,19%,15%,13%,17%,18%,21%,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPLEOSOL,Other Income,1,3,9,2,9,2,5,1,13,5,6,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPLEOSOL,Interest,0,0,0,1,2,2,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPLEOSOL,Depreciation,1,3,4,5,6,5,4,5,6,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPLEOSOL,Profit before tax,8,3,16,23,37,28,50,35,43,48,49,63,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPLEOSOL,Tax %,5%,33%,42%,29%,31%,34%,36%,35%,35%,35%,28%,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPLEOSOL,Net Profit,8,2,9,16,25,18,32,22,28,31,35,45,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPLEOSOL,EPS in Rs,7.96,1.74,9.02,16.10,24.78,17.52,29.95,20.96,26.15,29.35,34.09,44.15,41.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPLEOSOL,Dividend Payout %,13%,57%,55%,37%,36%,137%,80%,114%,92%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTNPOWER,Sales +,1,1,1,-0,379,617,2541,1334,2015,1909,1774,1560,2797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTNPOWER,Expenses +,24,17,14,65,271,506,1569,600,1415,1236,1181,1188,2354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTNPOWER,Operating Profit,-24,-17,-12,-65,108,112,972,735,600,673,593,372,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTNPOWER,OPM %,"-2,945%","-2,225%","-1,075%",,28%,18%,38%,55%,30%,35%,33%,24%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTNPOWER,Other Income,70,30,73,35,14,34,99,169,224,-2157,2887,617,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTNPOWER,Interest,3,1,1,3,129,362,984,1017,997,1075,1354,664,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTNPOWER,Depreciation,0,1,1,1,65,123,195,208,239,233,228,228,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTNPOWER,Profit before tax,43,11,58,-35,-73,-340,-108,-321,-411,-2792,1899,97,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTNPOWER,Tax %,13%,11%,10%,24%,-3%,-0%,-0%,-0%,-2%,-0%,-0%,-0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTNPOWER,Net Profit,38,10,52,-26,-75,-340,-108,-321,-418,-2792,1899,97,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTNPOWER,EPS in Rs,0.19,0.05,0.24,-0.10,-0.28,-1.15,-0.37,-1.09,-1.42,-9.45,3.84,0.18,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTNPOWER,Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTECK,Sales +,16,15,14,32,163,93,87,197,176,238,259,314,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTECK,Expenses +,7,7,5,14,19,15,64,41,53,77,172,237,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTECK,Operating Profit,9,8,9,18,144,78,23,156,123,161,87,77,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTECK,OPM %,58%,54%,65%,55%,88%,84%,26%,79%,70%,68%,34%,25%,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTECK,Other Income,1,1,13,3,9,8,-19,18,22,70,39,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTECK,Interest,0,0,5,10,10,8,6,14,14,35,43,49,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTECK,Depreciation,0,0,0,0,0,1,1,1,1,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTECK,Profit before tax,11,9,16,10,142,77,-2,160,130,195,80,45,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTECK,Tax %,32%,28%,26%,33%,4%,3%,215%,1%,5%,3%,-8%,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTECK,Net Profit,7,6,12,7,137,75,3,158,124,190,87,38,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTECK,EPS in Rs,0.58,0.49,0.94,0.55,10.91,5.93,0.23,12.58,8.45,13.01,5.93,2.58,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTECK,Dividend Payout %,21%,18%,13%,16%,5%,2%,440%,12%,18%,12%,25%,58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSWELL,Sales +,268,336,254,213,203,219,200,225,264,255,153,114,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSWELL,Expenses +,201,252,181,125,122,126,122,137,152,182,174,164,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSWELL,Operating Profit,67,84,72,88,81,93,78,88,112,72,-21,-50,-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSWELL,OPM %,25%,25%,28%,41%,40%,42%,39%,39%,42%,28%,-14%,-44%,-25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSWELL,Other Income,4,7,9,14,12,20,30,25,28,57,109,-60,-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSWELL,Interest,0,0,0,0,0,0,0,0,2,30,140,75,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSWELL,Depreciation,2,1,2,2,2,5,4,4,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSWELL,Profit before tax,69,90,79,99,91,109,104,109,134,97,-55,-188,-156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSWELL,Tax %,35%,34%,14%,2%,-6%,-0%,1%,-1%,0%,1%,26%,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSWELL,Net Profit,45,59,68,97,96,109,103,109,134,96,-41,-182,-156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSWELL,EPS in Rs,11.59,15.22,17.32,24.85,24.69,27.88,26.43,27.98,34.24,16.70,-7.06,-28.62,-24.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSWELL,Dividend Payout %,26%,26%,29%,24%,24%,22%,25%,23%,23%,30%,-71%,-17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,Sales +,322,328,430,695,861,847,874,899,1064,1009,1195,1240,1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,Expenses +,278,304,387,565,764,872,1140,855,927,931,1062,1017,1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,Operating Profit,44,25,43,131,98,-25,-266,44,137,78,134,224,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,OPM %,14%,8%,10%,19%,11%,-3%,-30%,5%,13%,8%,11%,18%,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,Other Income,18,26,22,28,66,97,135,-15,21,-96,188,185,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,Interest,19,19,26,45,83,77,76,60,60,56,31,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,Depreciation,22,26,31,50,85,109,148,185,144,145,166,159,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,Profit before tax,20,6,9,64,-4,-114,-356,-216,-46,-219,124,247,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,Tax %,-4%,-16%,8%,30%,225%,3%,-0%,-0%,32%,-0%,30%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,Net Profit,21,7,8,45,5,-111,-357,-216,-31,-219,86,246,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,EPS in Rs,1.59,0.53,0.60,3.35,0.29,-6.22,-20.02,-11.15,-1.58,-4.59,1.81,5.15,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTEC,Sales +,112,111,110,165,189,252,221,298,368,431,522,555,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTEC,Expenses +,86,95,94,138,155,200,190,236,299,354,437,443,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTEC,Operating Profit,25,16,16,27,34,52,31,63,69,76,85,112,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTEC,OPM %,23%,14%,15%,16%,18%,21%,14%,21%,19%,18%,16%,20%,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTEC,Other Income,0,1,1,0,0,-15,-0,-8,12,11,12,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTEC,Interest,5,4,5,7,9,12,12,12,11,12,13,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTEC,Depreciation,4,6,8,12,14,12,10,14,15,19,23,26,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTEC,Profit before tax,17,7,3,9,11,12,8,29,56,56,61,89,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
